"pID","app_num","text","title","p1group","app_order","p2final","p1initial","p1_betweenness","p1final","p2initial","word_cnt","funct","pronoun","ppron","i","we","you","shehe","they","ipron","article","verb","auxverb","past","present","future","adverb","preps","conj","negate","quant","number","swear","social","family","friend","humans","affect","posemo","negemo","anx","anger","sad","cogmech","insight","cause","discrep","tentat","certain","inhib","incl","excl","percept","see","hear","feel","bio","body","health","sexual","ingest","relativ","motion","space","time","work","achieve","leisure","home","money","relig","death","assent","nonfl","filler","r_sent.neg","r_sent.pos","r_sent.neut","Gender","Age","Edu","School","Race","Ego","SPP"
"DP753",13,"An interesting physics based game with an owl theme. A distracting way to pass time. Seems similar to Angry Birds and other related applications.","Hoot",3,5,1,2,"low",2,3,24,33.33,4.17,0,0,0,0,0,0,4.17,12.5,4.17,0,0,4.17,0,0,12.5,4.17,0,0,0,0,4.17,0,0,0,12.5,4.17,8.33,4.17,4.17,0,20.83,8.33,4.17,0,4.17,0,0,8.33,0,0,0,0,0,0,0,0,0,0,12.5,4.17,0,4.17,4.17,0,4.17,0,0,0,0,0,0,0,0.365820115,0.634179885,0.340143251,2,21,4,"Temple",6,0.477043418,3.18
"DP753",54,"Safire is a platforming game about a guy named Safire. You'll do all sorts of platforming things like run, jump, and stomp on platforms. You might do well just to stick with Mario though. ","Safire",3,21,4,3,"high",3,4,35,54.29,8.57,5.71,0,0,5.71,0,0,2.86,5.71,11.43,11.43,0,8.57,2.86,11.43,14.29,5.71,0,2.86,0,0,11.43,0,0,2.86,2.86,2.86,0,0,0,0,17.14,0,0,0,5.71,2.86,0,5.71,2.86,0,0,0,0,0,0,0,0,0,17.14,5.71,11.43,0,0,0,2.86,0,0,0,0,0,2.86,0,0.612191706,0.387808294,0.212926872,2,21,4,"Temple",6,0.477043418,3.18
"DP753",24,"In this game you are on a fantastical journey to release a dragon from a book. It is a unique premise and is definitely entertaining. Original and fun.","Let Me Out",2,18,3,4,"low",4,2,28,64.29,10.71,3.57,0,0,3.57,0,0,7.14,14.29,10.71,10.71,0,10.71,0,3.57,14.29,7.14,0,3.57,0,0,7.14,0,0,0,17.86,17.86,0,0,0,0,10.71,0,0,0,0,3.57,0,7.14,0,0,0,0,0,0,0,0,0,0,10.71,3.57,7.14,0,3.57,0,10.71,0,0,0,0,0,0,0,0.121471671,0.878528329,0.405866546,2,21,4,"Temple",6,0.477043418,3.18
"DP753",28,"The Pyramid is a puzzle game where you'll go through pyramid-shaped puzzles across multiple levels. It gets pretty old really fast, and it tries to be some new age Rubik's Cube. ","The Pyramid",1,9,2,2,"high",2,2,34,41.18,8.82,2.94,0,0,2.94,0,0,5.88,5.88,14.71,5.88,0,11.76,0,5.88,8.82,2.94,0,2.94,0,0,5.88,0,0,0,2.94,2.94,0,0,0,0,17.65,0,0,0,11.76,0,0,2.94,2.94,0,0,0,0,0,0,0,0,0,26.47,2.94,11.76,11.76,0,2.94,2.94,0,0,0,0,0,0,0,0.554465017,0.445534983,0.183574139,2,21,4,"Temple",6,0.477043418,3.18
"DP753",60,"In this game you are two rabbits trying to steal things. Feels a little odd and trite, but is still fun nonetheless because it is a little bit mindless. ","Robber Rabbits",1,19,2,2,"low",2,1,29,55.17,13.79,3.45,0,0,3.45,0,0,10.34,6.9,13.79,10.34,0,13.79,0,3.45,6.9,10.34,0,3.45,3.45,0,6.9,0,0,0,10.34,3.45,6.9,0,0,0,13.79,3.45,3.45,0,0,0,0,3.45,3.45,3.45,0,0,3.45,0,0,0,0,0,13.79,0,10.34,3.45,0,3.45,3.45,0,0,0,0,0,0,0,0.468624138,0.531375862,0.194998553,2,21,4,"Temple",6,0.477043418,3.18
"DP753",32,"The Quest is an RPG where you play some faceless avatar in the pursuit of traditional RPG loot. There's not much here, and the only quest you'll try is to uninstall this game. ","The Quest",0,7,4,2,"high",NA,3,35,57.14,8.57,5.71,0,0,5.71,0,0,2.86,11.43,8.57,5.71,0,8.57,0,11.43,8.57,2.86,2.86,5.71,0,0,8.57,0,0,0,2.86,2.86,0,0,0,0,8.57,0,0,0,2.86,0,0,2.86,2.86,0,0,0,0,0,0,0,0,0,5.71,0,5.71,0,0,2.86,5.71,0,0,0,0,0,0,0,0.605343324,0.394656676,0.475201107,2,21,4,"Temple",6,0.477043418,3.18
"DP753",6,"High Low Spinner is a game where you have to guess a number, and either move it up or down to reach the target number as close as possible. It's kinda dull, since that's all there is to it. ","High Low Spinner",0,14,2,1,"high",1,2,41,60.98,12.2,2.44,0,0,2.44,0,0,9.76,7.32,9.76,7.32,0,9.76,0,4.88,19.51,9.76,0,4.88,0,0,4.88,0,0,0,9.76,0,9.76,0,0,4.88,21.95,0,2.44,0,9.76,2.44,0,4.88,4.88,0,0,0,0,4.88,0,4.88,0,0,17.07,2.44,14.63,0,0,0,2.44,0,0,0,0,0,0,0,0.820482629,0.179517371,0.179435849,2,21,4,"Temple",6,0.477043418,3.18
"DP753",46,"Lambi Islands is a strange game about a set of islands with weird, awkward creatures. You'll be confused on what your goal is to do, and mission objectives aren't clearly defined. Stay away from this one. ","Lambi Islands",1,13,2,1,"high",1,2,38,52.63,10.53,5.26,0,0,5.26,0,0,5.26,5.26,10.53,10.53,0,7.89,0,5.26,18.42,2.63,0,0,2.63,0,7.89,0,0,0,10.53,0,10.53,5.26,0,0,13.16,0,0,0,2.63,5.26,0,5.26,0,0,0,0,0,0,0,0,0,0,10.53,0,5.26,0,2.63,2.63,2.63,0,0,0,0,0,0,0,0.478280552,0.521719448,0.149134736,2,21,4,"Temple",6,0.477043418,3.18
"DP753",41,"Another game involving squirrels and acorns. This is similar to a lot of other physics games, so if you don't like physics games or squirrels, I wouldn't really try this out.","Nuts Physics",3,4,3,3,"low",3,3,33,51.52,15.15,6.06,3.03,0,3.03,0,0,9.09,3.03,6.06,3.03,0,6.06,0,6.06,9.09,12.12,0,6.06,0,0,15.15,0,0,0,0,0,0,0,0,0,18.18,0,0,3.03,9.09,0,0,6.06,9.09,0,0,0,0,0,0,0,0,0,3.03,0,3.03,0,0,3.03,9.09,0,0,0,0,0,0,0,0.68901854,0.31098146,0.153266515,2,21,4,"Temple",6,0.477043418,3.18
"DP753",77,"A fun puzzle game that involved flipping disks. It is colorful and challenging and good for people who are looking for something a little less mindless.","All Out",1,23,3,4,"low",5,1,26,50,15.38,0,0,0,0,0,0,15.38,7.69,7.69,7.69,0,7.69,0,0,7.69,7.69,0,3.85,0,0,15.38,0,0,3.85,11.54,11.54,0,0,0,0,15.38,0,0,0,7.69,0,0,7.69,3.85,7.69,7.69,0,0,0,0,0,0,0,3.85,0,3.85,0,3.85,3.85,3.85,0,0,0,0,0,0,0,0.324815129,0.675184871,0.167059075,2,21,4,"Temple",6,0.477043418,3.18
"DP753",66,"Nothing beats fighting robots. Try to escape while avoiding obstacles and other droids. This game is fun and entertaining. It is simple and similar to other obstacle escape apps.","Droid Getaway",3,20,4,2,"low",2,3,29,44.83,13.79,0,0,0,0,0,0,13.79,0,10.34,6.9,0,10.34,0,0,6.9,13.79,3.45,3.45,0,0,6.9,0,0,0,13.79,6.9,6.9,3.45,3.45,0,20.69,0,0,0,0,0,10.34,10.34,0,0,0,0,0,0,0,0,0,0,3.45,0,0,3.45,0,3.45,6.9,0,0,0,0,0,0,0,0.179146828,0.820853172,0.560584461,2,21,4,"Temple",6,0.477043418,3.18
"DP753",61,"Cub and Mag is a game about two shapes that are best friends, and you're goal is to help them find one another. It's a bit strange that they get separated so easily, but it's an alright game. ","Cub And Mag",3,9,2,1,"high",1,2,41,56.1,17.07,7.32,0,0,2.44,0,4.88,9.76,7.32,9.76,7.32,0,9.76,0,4.88,4.88,9.76,0,7.32,4.88,0,17.07,0,2.44,0,12.2,9.76,2.44,0,0,0,9.76,2.44,0,0,0,0,0,4.88,2.44,0,0,0,0,0,0,0,0,0,4.88,0,4.88,0,2.44,4.88,4.88,0,0,0,0,2.44,0,0,0.2863437,0.7136563,0.631455097,2,21,4,"Temple",6,0.477043418,3.18
"DP753",74,"The game was about creating a slide to move logs from the top to the bottom. It's sorta straightforward, but even though it may be interesting at first, it gets old fairly quickly.","Timber Slide",2,16,2,3,"high",2,4,34,61.76,8.82,0,0,0,0,0,0,8.82,11.76,11.76,8.82,2.94,2.94,2.94,11.76,14.71,5.88,0,2.94,2.94,0,2.94,0,0,0,5.88,5.88,0,0,0,0,14.71,0,2.94,0,8.82,0,0,0,2.94,0,0,0,0,0,0,0,0,0,23.53,5.88,8.82,8.82,0,8.82,2.94,0,0,0,0,0,0,0,0.320069372,0.679930628,0.207620994,2,21,4,"Temple",6,0.477043418,3.18
"DP753",42,"This is an entertaining game with simple graphics and fun little yellow ball-guy. I would recommend it for someone looking to pass some spare time.","Odum",3,16,3,3,"low",3,3,26,46.15,15.38,3.85,3.85,0,0,0,0,11.54,3.85,7.69,7.69,0,3.85,3.85,0,11.54,3.85,0,7.69,0,0,11.54,0,0,3.85,7.69,7.69,0,0,0,0,19.23,0,0,3.85,7.69,0,0,7.69,0,7.69,7.69,0,0,0,0,0,0,0,11.54,3.85,3.85,3.85,0,0,11.54,0,0,0,0,0,0,0,0.287008144,0.712991856,0.213993818,2,21,4,"Temple",6,0.477043418,3.18
"DP753",76,"This is one of many games out there about squirrels who are running and collecting things. Nothing really sticks out about it compared to other apps, but is still fun.","Stash Dash",0,17,3,2,"low",2,2,30,73.33,16.67,0,0,0,0,0,0,16.67,0,10,10,0,10,0,16.67,20,6.67,3.33,3.33,3.33,0,6.67,0,0,0,3.33,3.33,0,0,0,0,16.67,0,0,0,0,0,0,10,6.67,0,0,0,0,0,0,0,0,0,13.33,3.33,6.67,3.33,0,0,6.67,0,0,0,0,0,0,0,0.561238399,0.438761601,0.163842163,2,21,4,"Temple",6,0.477043418,3.18
"DP753",26,"In this game you're helping out beavers and making sure their television doesn't go away. This game is mindless and entertaining and isn't too strenuous. ","Save My Telly",2,4,3,2,"low",2,1,28,42.86,14.29,7.14,0,0,3.57,0,3.57,7.14,0,7.14,3.57,0,7.14,0,3.57,10.71,10.71,0,0,0,0,17.86,0,0,0,10.71,10.71,0,0,0,0,21.43,0,3.57,0,0,3.57,0,14.29,0,0,0,0,0,0,0,0,0,0,14.29,3.57,10.71,0,0,0,14.29,0,0,0,0,0,0,0,0.619088811,0.380911189,0.187074118,2,21,4,"Temple",6,0.477043418,3.18
"DP753",9,"Fruit Fling is a lot like Bubble Bash; you have different fruits queued up and you try and shoot them at a descending row of other fruits to form combos. Nothing seems too special, and it seems like a terrible spin-off from Fruit Ninja. ","Fruit Fling",3,8,2,1,"high",NA,2,45,51.11,11.11,6.67,0,0,4.44,0,2.22,4.44,6.67,11.11,4.44,0,11.11,0,2.22,13.33,6.67,2.22,4.44,0,0,6.67,0,0,0,4.44,2.22,2.22,0,0,0,13.33,4.44,0,0,6.67,0,0,6.67,0,8.89,0,0,0,8.89,0,0,0,8.89,6.67,0,6.67,0,0,2.22,0,0,0,0,0,0,0,0,0.712817203,0.287182797,0.176831901,2,21,4,"Temple",6,0.477043418,3.18
"DP753",33,"Moovin Up is a game about moving your cow from one pasture to another just so it doesn't starve to death. It's a weird premise, considering cows will pretty much go towards any patch of grass without needing to be told where to go. If it was about sheep and water... maybe, but this game isn't that great. ","Moovin Up",3,3,1,1,"high",NA,1,61,55.74,9.84,1.64,0,0,1.64,0,0,8.2,3.28,11.48,6.56,3.28,4.92,1.64,9.84,18.03,6.56,1.64,4.92,1.64,0,6.56,0,0,0,4.92,3.28,1.64,0,0,0,16.39,1.64,0,3.28,6.56,0,0,1.64,6.56,0,0,0,0,3.28,0,0,0,3.28,9.84,4.92,4.92,0,0,0,3.28,0,0,0,1.64,0,0,0,0.817877172,0.182122828,0.15026173,2,21,4,"Temple",6,0.477043418,3.18
"DP753",65,"Armadillo, like it's name suggests, is about an armadillo. You'll roll around in an adventure-esque game, but the graphics seem too terrible even by mobile standards. ","Armadillo",1,20,3,1,"high",1,4,29,44.83,6.9,3.45,0,0,3.45,0,0,3.45,10.34,6.9,3.45,0,6.9,0,13.79,13.79,3.45,0,0,0,0,13.79,0,0,0,6.9,3.45,3.45,0,0,0,13.79,3.45,0,0,3.45,0,0,3.45,3.45,0,0,0,0,0,0,0,0,0,6.9,0,6.9,0,0,0,3.45,0,0,0,0,0,0,0,0.709272929,0.290727071,0.102993612,2,21,4,"Temple",6,0.477043418,3.18
"DP753",16,"Bug Battles is a game about exterminating bugs. You'll set out traps and hope that you kill all of the bugs before they reach a destination. Pretty much a tower defense game with poorly rendered versions of your worst nightmares. ","Bug Battles",3,24,3,3,"high",3,3,41,48.78,12.2,9.76,0,0,7.32,0,2.44,2.44,9.76,4.88,2.44,0,4.88,0,2.44,14.63,2.44,0,9.76,0,0,14.63,0,0,0,14.63,4.88,9.76,0,7.32,0,17.07,0,0,2.44,4.88,2.44,2.44,7.32,0,0,0,0,0,0,0,0,0,0,7.32,0,2.44,2.44,0,0,4.88,0,2.44,0,4.88,0,0,0,0.66430998,0.33569002,0.72044868,2,21,4,"Temple",6,0.477043418,3.18
"DP753",11,"In this game you're a cute blocky bear, which is enough to make you want to play. It is an interesting arcade-like game. It is fun even if it isn't super groundbreaking. ","Block Bear",0,17,3,2,"low",2,2,35,51.43,20,5.71,0,0,5.71,0,0,14.29,5.71,14.29,8.57,0,14.29,0,2.86,8.57,2.86,0,2.86,0,0,11.43,0,0,0,14.29,14.29,0,0,0,0,8.57,0,2.86,5.71,2.86,0,0,0,2.86,0,0,0,0,0,0,0,0,0,5.71,0,5.71,0,0,2.86,8.57,0,0,0,0,0,0,0,0.471962098,0.528037902,0.176673335,2,21,4,"Temple",6,0.477043418,3.18
"DP753",21,"This is a fun, minimalist, and entertaining puzzle game. All you need to focus on is the squares and the task at hand. It's an elegant and simple little game.","Pathway Game",3,19,5,5,"low",5,4,31,51.61,9.68,3.23,0,0,3.23,0,0,6.45,12.9,9.68,6.45,0,9.68,0,0,9.68,9.68,0,6.45,0,0,9.68,0,0,0,9.68,9.68,0,0,0,0,19.35,0,0,3.23,3.23,3.23,0,9.68,0,6.45,3.23,0,3.23,3.23,3.23,0,0,0,9.68,0,9.68,0,0,0,9.68,0,0,0,0,0,0,0,0.165730977,0.834269023,0.165512623,2,21,4,"Temple",6,0.477043418,3.18
"DP753",8,"In this game you're on a tropical island trying to get coconuts off of their trees. It's an interesting premise. I would definitely give it a try.","Drop The Nut",1,5,3,2,"low",2,3,29,55.17,20.69,10.34,3.45,0,3.45,0,3.45,10.34,10.34,13.79,3.45,0,10.34,3.45,3.45,17.24,0,0,0,0,0,13.79,0,0,0,6.9,6.9,0,0,0,0,6.9,0,0,3.45,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,10.34,0,10.34,0,0,6.9,3.45,0,0,0,0,0,0,0,0.542259806,0.457740194,0.133937638,2,21,4,"Temple",6,0.477043418,3.18
"DP753",27,"This is a simple pattern based shape and physics game. It is fun and original. If you're looking for something different I would play this one.","Deflection",2,22,3,3,"low",3,1,27,55.56,22.22,7.41,3.7,0,3.7,0,0,14.81,3.7,11.11,11.11,0,7.41,3.7,0,3.7,11.11,0,3.7,3.7,0,7.41,0,0,0,11.11,11.11,0,0,0,0,22.22,0,3.7,7.41,7.41,0,0,7.41,7.41,3.7,3.7,0,0,0,0,0,0,0,3.7,0,3.7,0,0,0,7.41,0,0,0,0,0,0,0,0.200152993,0.799847007,0.180472195,2,21,4,"Temple",6,0.477043418,3.18
"DP753",19,"Box Monsters is about these monsters... in the form of boxes. There's not much here in terms of content, so you can probably skip this one. You can, however, use it to just have this boxy icon just because. ","Box Monsters",2,19,2,3,"high",3,2,40,72.5,15,5,0,0,5,0,0,10,2.5,12.5,10,0,12.5,0,20,15,7.5,2.5,5,2.5,0,5,0,0,0,0,0,0,0,0,0,15,0,5,0,2.5,0,0,0,7.5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0.705564718,0.294435282,0.267123723,2,21,4,"Temple",6,0.477043418,3.18
"DP753",70,"Crack That Vault gives you an interesting premise: you're framed, and the only thing to secure your innocence is behind a locked vault... which you have to crack. Irony aside, it's a decent puzzle game that kinda tries to be a bit serious. ","Crack That Vault",0,22,3,3,"high",3,3,45,51.11,20,8.89,0,0,8.89,0,0,11.11,11.11,11.11,6.67,0,8.89,0,2.22,8.89,2.22,0,2.22,0,0,13.33,0,0,0,8.89,6.67,2.22,0,0,0,8.89,0,0,0,4.44,0,2.22,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,2.22,0,0,0,0,0,0,0,0.635037517,0.364962483,0.128001241,2,21,4,"Temple",6,0.477043418,3.18
"DP753",52,"This is a fun and elegant puzzle game. It manages to be challenging without being overly complex. For those who like puzzles and challenges, I would recommend trying it out.","Triples",1,9,4,3,"low",4,4,30,56.67,20,3.33,3.33,0,0,0,0,16.67,3.33,13.33,13.33,0,3.33,3.33,0,13.33,6.67,3.33,0,0,0,6.67,0,0,0,13.33,13.33,0,0,0,0,26.67,3.33,0,3.33,6.67,0,0,10,3.33,0,0,0,0,0,0,0,0,0,3.33,0,3.33,0,10,10,3.33,0,0,0,0,0,0,0,0.217302168,0.782697832,0.134327969,2,21,4,"Temple",6,0.477043418,3.18
"DP753",7,"Wayse is a puzzle game about coloring all of the blocks on the board without overlapping with a previous mood. It's rather interesting, but it's a lot like a slower paced Centipede. ","Wayse",1,10,4,4,"high",4,3,34,52.94,5.88,0,0,0,0,0,0,5.88,17.65,2.94,2.94,0,2.94,0,5.88,14.71,2.94,2.94,5.88,0,0,2.94,0,0,0,5.88,2.94,0,0,0,0,23.53,0,0,2.94,5.88,2.94,2.94,2.94,8.82,2.94,2.94,0,0,0,0,0,0,0,8.82,0,5.88,2.94,0,0,2.94,0,0,0,0,0,0,0,0.48605973,0.51394027,0.21822144,2,21,4,"Temple",6,0.477043418,3.18
"DP753",72,"In this game you are trying to accomplish a task using voodoo dolls. A little weird at first, it's fun and unique and definitely entertaining.","Voodoo Friends",2,23,3,4,"low",4,3,26,53.85,11.54,3.85,0,0,3.85,0,0,7.69,7.69,7.69,3.85,0,7.69,0,3.85,11.54,7.69,0,3.85,3.85,0,7.69,0,0,0,15.38,11.54,3.85,0,0,0,15.38,0,3.85,0,0,3.85,0,7.69,0,0,0,0,0,0,0,0,0,0,15.38,0,11.54,3.85,3.85,11.54,7.69,0,0,0,0,0,0,0,0.138446297,0.861553703,0.154471642,2,21,4,"Temple",6,0.477043418,3.18
"DP753",43,"Kinopian is a Bubble Pop clone; you'll have different elements queued up, and you'll have to shoot it at descending elements to form combos. You're probably better off staying with the original since it's free, but if you want a new skin of the game, by all means get this game. ","Kinopian",1,2,3,2,"high",NA,3,55,52.73,12.73,7.27,0,0,7.27,0,0,5.45,7.27,10.91,5.45,0,10.91,0,1.82,16.36,5.45,0,3.64,0,0,10.91,0,0,0,5.45,5.45,0,0,0,0,16.36,1.82,1.82,3.64,3.64,1.82,0,3.64,3.64,1.82,0,0,1.82,1.82,1.82,0,0,0,9.09,0,5.45,1.82,0,1.82,3.64,0,1.82,0,0,0,0,0,0.353720768,0.646279232,0.154645059,2,21,4,"Temple",6,0.477043418,3.18
"DP753",79,"In this game you're a pig who runs a bakery. Combines elements of puzzle and physics games. It is entertaining and I would recommend this to others.","Pastry Pig",2,2,3,2,"low",2,2,28,57.14,25,7.14,3.57,0,3.57,0,0,17.86,7.14,7.14,7.14,0,3.57,3.57,0,10.71,7.14,0,0,0,0,14.29,0,0,0,3.57,3.57,0,0,0,0,14.29,0,0,3.57,3.57,0,0,7.14,0,0,0,0,0,3.57,0,0,0,3.57,7.14,3.57,3.57,0,0,0,10.71,3.57,0,0,0,0,0,0,0.348746002,0.651253998,0.151655629,2,21,4,"Temple",6,0.477043418,3.18
"DP753",39,"In this game you are a little jumping bug. Similar to a lot of other physics based jumping games. If you like those kinds of games I would try this one.","Jump Out",3,25,4,2,"low",2,4,31,58.06,22.58,9.68,3.23,0,6.45,0,0,12.9,6.45,9.68,6.45,0,6.45,3.23,0,12.9,3.23,0,3.23,3.23,0,16.13,0,0,0,0,0,0,0,0,0,12.9,0,3.23,6.45,6.45,0,0,0,3.23,0,0,0,0,0,0,0,0,0,12.9,6.45,6.45,0,0,3.23,9.68,0,0,0,0,0,0,0,0.388549141,0.611450859,0.202266598,2,21,4,"Temple",6,0.477043418,3.18
"DP753",64,"Mazes is, well, about mazes. You're given new sets of mazes to complete daily, and as you complete more mazes, the difficulty ramps up. Seems like there's a huge learning curve as the difficulty scales higher though, so if you like mazes, get the game, and if not, there's nothing much to see. ","Mazes",2,13,4,3,"high",NA,4,56,50,5.36,5.36,0,0,5.36,0,0,0,7.14,8.93,1.79,1.79,7.14,0,10.71,12.5,14.29,3.57,3.57,0,0,7.14,0,0,0,5.36,1.79,3.57,0,0,0,16.07,3.57,0,3.57,5.36,3.57,0,3.57,5.36,1.79,1.79,0,0,0,0,0,0,0,8.93,0,5.36,3.57,1.79,0,1.79,0,0,0,0,0,1.79,0,0.31813394,0.68186606,0.196946228,2,21,4,"Temple",6,0.477043418,3.18
"DP753",55,"This application is a puzzle game featuring little vampires. It is entertaining and a good way to pass time when you have a free moment to spare.","Vampire Village",2,15,3,3,"low",3,1,27,48.15,11.11,3.7,0,0,3.7,0,0,7.41,11.11,11.11,11.11,0,11.11,0,3.7,7.41,7.41,0,0,0,0,7.41,0,0,0,11.11,11.11,0,0,0,0,7.41,0,0,0,3.7,0,0,3.7,0,0,0,0,0,0,0,0,0,0,22.22,3.7,3.7,11.11,3.7,0,7.41,0,3.7,0,0,0,0,0,0.313518632,0.686481368,0.153890531,2,21,4,"Temple",6,0.477043418,3.18
"DP753",50,"This game involves matching and fitting shapes. It seems a little simple, so I would be more likely to recommend this to younger users rather than older.","Shape Star",0,5,1,3,"low",3,2,27,51.85,14.81,3.7,3.7,0,0,0,0,11.11,3.7,11.11,7.41,0,3.7,3.7,7.41,11.11,7.41,0,7.41,0,0,7.41,0,0,0,0,0,0,0,0,0,18.52,3.7,0,7.41,7.41,0,0,3.7,3.7,0,0,0,0,0,0,0,0,0,14.81,0,7.41,7.41,0,0,3.7,0,0,0,0,0,0,0,0.476399622,0.523600378,0.183883583,2,21,4,"Temple",6,0.477043418,3.18
"DP753",3,"This game is reminiscent of Temple Run and is entertaining and features a little bit of everything. There's adventure and faced paced game play.","Castle Escape",3,14,3,4,"low",4,3,25,44,8,0,0,0,0,0,0,8,4,8,8,0,8,0,4,8,12,0,4,0,0,12,0,0,0,12,12,0,0,0,0,16,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0,16,0,0,4,0,0,0,0,0.368066912,0.631933088,0.182222233,2,21,4,"Temple",6,0.477043418,3.18
"DP753",23,"Zombie Granny is a Plants vs. Zombie styled game, but instead of trying to put granny down, you're trying to guide her to be less... zombie-ish. It's an alright game for a mobile game, but the graphics are a bit awful. ","Zombie Granny",3,1,4,2,"high",2,4,44,47.73,6.82,4.55,0,0,2.27,2.27,0,2.27,11.36,6.82,6.82,0,4.55,0,2.27,13.64,4.55,0,4.55,0,0,15.91,4.55,0,0,4.55,2.27,2.27,0,0,0,6.82,0,0,0,0,0,0,0,6.82,0,0,0,0,0,0,0,0,0,4.55,2.27,2.27,0,0,4.55,6.82,0,0,0,0,2.27,0,0,0.65895691,0.34104309,0.219731492,2,21,4,"Temple",6,0.477043418,3.18
"DP753",75,"In this game you are an experimental mouse looking to escape from the prison of a scientific lab. Fun and entertaining with a unique premise.","Mice Run",2,24,4,2,"low",2,3,25,56,8,4,0,0,4,0,0,4,16,4,4,0,4,0,0,20,4,0,4,0,0,8,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,8,0,4,4,0,0,0,0,0,0,0,4,0,4,0,4,0,8,0,0,0,0,0,0,0,0.167177312,0.832822688,0.775868689,2,21,4,"Temple",6,0.477043418,3.18
"DP753",12,"Evil Key is a puzzle game where you try to obtain a certain key to lock away the evils of the world. There really isn't that much depth to it, but it's got an interesting art style. ","Evil Key",0,24,4,2,"high",2,4,39,51.28,10.26,2.56,0,0,2.56,0,0,7.69,12.82,7.69,2.56,2.56,5.13,0,7.69,12.82,2.56,0,2.56,0,0,5.13,0,0,0,10.26,5.13,5.13,0,5.13,0,10.26,0,0,0,2.56,2.56,0,0,5.13,0,0,0,0,0,0,0,0,0,10.26,0,10.26,0,0,5.13,5.13,0,0,0,0,0,0,0,0.327603938,0.672396062,0.146248297,2,21,4,"Temple",6,0.477043418,3.18
"DP753",36,"Drip is a game about moving small droplets of water through the soil. There's a few puzzle elements in here, but it's a fairly standard run-of-the-mill mobile game; nothing spectacular, but a decent time waster. ","Drip",1,11,3,1,"high",1,3,40,50,2.5,0,0,0,0,0,0,2.5,15,2.5,2.5,0,2.5,0,7.5,12.5,5,2.5,5,0,0,5,0,0,0,0,0,0,0,0,0,12.5,0,0,0,5,0,0,0,5,0,0,0,0,2.5,0,0,0,2.5,12.5,5,5,2.5,0,0,5,0,0,0,0,0,0,0,0.521336565,0.478663435,0.197102016,2,21,4,"Temple",6,0.477043418,3.18
"DP753",40,"This game is entertaining. There's something satisfying about sending little worms into the air with a jet pack. I would recommend this game to people who like physics and jumping games. ","Jet Worm",0,3,2,2,"low",2,2,32,46.88,15.63,3.13,3.13,0,0,0,0,12.5,6.25,6.25,6.25,0,3.13,3.13,6.25,12.5,3.13,0,0,0,0,18.75,0,0,3.13,6.25,6.25,0,0,0,0,15.63,0,0,3.13,3.13,0,0,9.38,3.13,0,0,0,0,0,0,0,0,0,15.63,6.25,9.38,0,0,0,12.5,0,0,0,0,0,0,0,0.42255627,0.57744373,0.133785727,2,21,4,"Temple",6,0.477043418,3.18
"DP753",51,"Faaalling Balls is like Tetris, but with balls. The game tries to make you empathize with these balls, but when you realize the red one is always angry at you, you'll probably just smash em all anyways. ","Faaalling Balls",0,7,4,1,"high",1,2,38,55.26,13.16,10.53,0,0,10.53,0,0,2.63,5.26,10.53,5.26,0,10.53,0,10.53,10.53,7.89,0,2.63,2.63,0,13.16,0,0,0,2.63,0,2.63,0,2.63,0,26.32,2.63,2.63,0,2.63,5.26,0,5.26,7.89,2.63,2.63,0,0,0,0,0,0,0,7.89,0,2.63,5.26,0,2.63,2.63,0,0,0,0,0,0,0,0.616808387,0.383191613,0.240135644,2,21,4,"Temple",6,0.477043418,3.18
"DP753",48,"In this game you're an astronaut going through mazes in space. Entertaining and fun with good graphics. It helps you exercise those problem solving skills!","Mazonaut",0,0,4,2,"low",2,3,26,42.31,19.23,7.69,0,0,7.69,0,0,11.54,3.85,3.85,0,0,3.85,0,0,15.38,3.85,0,0,0,0,15.38,0,0,0,19.23,15.38,3.85,0,0,0,15.38,3.85,3.85,3.85,0,0,0,7.69,0,0,0,0,0,3.85,0,3.85,0,0,15.38,3.85,11.54,0,0,7.69,11.54,0,0,0,0,0,0,0,0.28064751,0.71935249,0.175697079,2,21,4,"Temple",6,0.477043418,3.18
"DP753",25,"Gum Drop is practically a Candy Crush Saga clone, which was also a Bejeweled clone. There's nothing much to see here; you'll get the general idea if you played any of the other games. ","Gum Drop",3,13,1,1,"high",NA,3,36,52.78,11.11,5.56,0,0,5.56,0,0,5.56,11.11,13.89,5.56,5.56,8.33,0,8.33,5.56,5.56,2.78,5.56,0,0,8.33,0,0,0,2.78,2.78,0,0,0,0,13.89,2.78,0,2.78,8.33,0,0,0,2.78,2.78,2.78,0,0,2.78,0,0,0,2.78,2.78,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0.587944567,0.412055433,0.216905069,2,21,4,"Temple",6,0.477043418,3.18
